time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2019-05-15 13:49:08.206 UTC, ,125,3171237,1184,25384, , ,4, ,4,1,0.25, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,219109,5, ,208710, , , , ,219157,14532624384,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,219157, ,1557928133267, , , , ,3145728,219109, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , ,1,14743,5, , , , , , , , , , ,31457280,8, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , 
2019-05-15 13:51:14.507 UTC, ,125,3160317,1184,14464, , ,3,2,28,3,0.11, , , , , , , ,3,3, ,2,2,2,1,5, ,32,13, , , , , , , , , , , , , ,219109,5, ,208710, , , , ,219157,14542475264,-1,-1, , , , , ,27,215, , , , , , , , , , , , , , , , , , , , , , , , , ,219157, ,1557928273775, , , , ,3145728,219109, , ,23,0, , , ,2, , , ,3, , , , ,23, ,2048,1, , , , ,629532,98, , , , , , , , , , ,30408704,8, , , , , , ,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-15 13:51:24.154 UTC, ,125,3171237,1184,25384, , ,4, ,3,1,0.33, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,219109,5, ,208710, , , , ,219157,14542475264,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,219157, ,1557928273775, , , , ,3145728,219109, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , ,1,14743,5, , , , , , , , , , ,31457280,8, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2019-05-15 13:56:37.164 UTC, ,125,3160317,1184,14464, , ,3,2,28,3,0.11, , , , , , , ,3,3, ,2,2,2,1,5, ,32,13, , , , , , , , , , , , , ,219109,5, ,208710, , , , ,219157,14536798208,-1,-1, , , , , ,27,215, , , , , , , , , , , , , , , , , , , , , , , , , ,219157, ,1557928596296, , , , ,3145728,219109, , ,23,0, , , ,2, , , ,3, , , , ,23, ,2048,1, , , , ,629532,98, , , , , , , , , , ,30408704,8, , , , , , ,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-15 13:57:37.169 UTC, ,125,3171565,1184,25600,112, ,4, ,31,1,0.03, , , , , , , ,4,4, , , ,2,2,6, ,3,1, , , , , , , , , , , , , ,219109,5, ,208710, , , , ,219157,14532612096,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,219157, ,1557928596296, , , , ,3145728,248355, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , ,1,14743,5, , , , , , , , ,1,7,15536640,9, , , , , , ,58, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,10, , ,14,3, , , , , , , 
2019-05-15 13:58:30.289 UTC, ,125,3174741,1184,28888, , ,4, ,21, , , , , , , , , ,4,4, , , ,2,2,6, ,2, , , , , , , , , , , , , , ,219109,5, ,208710, , , , ,219157,14528040960,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,219157, ,1557928596296, , , , ,3145728,258783, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,15536640,8, , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, ,6, , ,9,2, , , , , , , 
2019-05-15 14:01:02.899 UTC, ,125,3160341,1184,14488, , ,3,1,28,3,0.11, , , , , , , ,3,3, ,2,1,2,1,5, ,34,14, , , , , , , , , , , , , ,273185,6, ,260022, , , , ,273233,14521450496,4,4, , , , , ,34,255, , , , , , , , , , , , , , , , , , , , , , , , , ,273233, ,1557928862044, , , , ,3145728,273185, , ,23,0, , , ,2, , , ,3, , , , ,23, ,2048,1, , , , ,750464,112, , , , , , , , , , ,30408704,9, , , , , , ,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-15 14:02:02.901 UTC, ,125,3174213,1184,28248,112, ,4, ,25,1,0.04, , , , , , , ,4,4, , , ,2,2,6, ,3,1, , , , , , , , , , , , , ,273185,6, ,260022, , , , ,273233,12368924672,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,273233, ,1557928862044, , , , ,3145728,302109, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , ,1,17328,5, , , , , , , , ,1,6,15521280,8, , , , , , ,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,9, , ,12, , , , , , , , 
2019-05-15 14:03:02.903 UTC, ,125,3174357,1184,28392,112, ,4, ,13, , , , , , , , , ,4,4, , , ,2,2,6, ,1, , , , , , , , , , , , , , ,273185,6, ,260022, , , , ,273233,12367519744,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,273233, ,1557928862044, , , , ,3145728,309966, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,15521280,7, , , , , , ,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,3, ,7,6, , , , , , , , 
2019-05-15 14:03:15.873 UTC, ,125,3174245,1184,28392, , ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,273185,6, ,260022, , , , ,273233,12368429056,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,273233, ,1557928862044, , , , ,3145728,309966, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,15521280,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-15 14:03:22.001 UTC, ,125,3160365,1184,14512, , ,3,2,28,3,0.11, , , , , , , ,3,3, ,2,2,2,1,5, ,36,15, , , , , , , , , , , , , ,324643,7, ,311278, , , , ,324691,12365910016,-1,-1, , , , , ,39,287, , , , , , , , , , , , , , , , , , , , , , , , , ,324691, ,1557929001146, , , , ,3145728,324643, , ,25,0, , , ,2, , , ,3, , , , ,25, ,2048,1, , , , ,854987,124, , , , , , , , , , ,30408704,7, , , , , , ,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-15 14:03:25.477 UTC, ,125,3177061,1184,31208, , ,4, ,9,1,0.11, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,324643,7, ,311278, , , , ,324691,12365910016,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,324691, ,1557929001146, , , , ,3145728,331276, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , ,1,17705,5, , , , , , , , ,1,8,12385280,8, , , , , , ,18, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,3, ,3, , ,4, , , , , , , , 
2019-05-15 14:04:28.857 UTC, ,125,3160389,1184,14536, , ,3,1,29,3,0.10, , , , , , , ,3,3, ,2,1,2,1,5, ,39,16, , , , , , , , , , , , , ,346380,8, ,332661, , , , ,346428,12373237760,-1,-1, , , , , ,41,303, , , , , , , , , , , , , , , , , , , , , , , , , ,346428, ,1557929068059, , , , ,3145728,346380, , ,25,0, , , ,2, , , ,3, , , , ,25, ,2048,1, , , , ,898099,128, , , , , , , , , , ,30408704,8, , , , , , ,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-15 14:04:49.084 UTC, ,125,3174629,1184,28776, , ,4, ,10,1,0.10, , , , , , , ,4,4, , , ,2,2,6, ,3,1, , , , , , , , , , , , , ,346380,8, ,332661, , , , ,346428,12374192128,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,346428, ,1557929068059, , , , ,3145728,350595, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , ,1,17851,5, , , , , , , , ,1,8,14463488,9, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , ,4, , , , , , , , 
2019-05-15 14:07:25.863 UTC, ,125,3160413,1184,14560, , ,3,2,30,3,0.10, , , , , , , ,3,3, ,2,2,2,1,5, ,42,17, , , , , , , , , , , , , ,365794,9, ,352080, , , , ,365842,13451718656,-1,-1, , , , , ,42,315, , , , , , , , , , , , , , , , , , , , , , , , , ,365842, ,1557929244386, , , , ,3145728,365794, , ,27,0, , , ,2, , , ,3, , , , ,27, ,2048,1, , , , ,922748,132, , , , , , , , , , ,30408704,10, , , , , , ,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-15 14:08:25.870 UTC, ,125,3174557,1184,28592,112, ,4, ,19,1,0.05, , , , , , , ,4,4, , , ,2,2,6, ,3,1, , , , , , , , , , , , , ,365794,9, ,352080, , , , ,365842,13450678272,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,365842, ,1557929244386, , , , ,3145728,378673, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , ,1,18051,5, , , , , , , , ,1,11,14467072,9, , , , , , ,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, ,5, , ,10, , , , , , , , 
2019-05-15 14:09:25.875 UTC, ,125,3172517,1184,26552,112, ,4, ,82, , , , , , , , , ,4,4, , , ,2,2,6, ,2, , , , , , , , , , , , , , ,365794,9, ,352080, , , , ,365842,13449277440,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,365842, ,1557929244386, , , , ,3145728,490869, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,16564224,8, , , , , , ,199, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36, ,36, , ,42, , , , , , , , 
2019-05-15 14:10:25.878 UTC, ,125,3173621,1184,27656,112, ,4, ,33, , , , , , , , , ,4,4, , , ,2,2,6, ,2, , , , , , , , , , , , , , ,365794,9, ,352080, , , , ,365842,14520827904,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,365842, ,1557929244386, , , , ,3145728,525181, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,16564224,7, , , , , , ,71, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13, ,13, , ,16, , , , , , , , 
2019-05-15 14:11:01.224 UTC, ,125,3173509,1184,27656, , ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,365794,9, ,352080, , , , ,365842,14518870016,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,365842, ,1557929244386, , , , ,3145728,525181, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,16564224,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-15 14:11:12.647 UTC, ,125,3160437,1184,14584, , ,3,2,30,3,0.10, , , , , , , ,3,3, ,2,2,2,1,5, ,44,18, , , , , , , , , , , , , ,539352,10, ,526634, , , , ,539400,15589527552,-1,-1, , , , , ,58,433, , , , , , , , , , , , , , , , , , , , , , , , , ,539400, ,1557929471231, , , , ,3145728,539352, , ,28,0, , , ,2, , , ,3, , , , ,28, ,2048,1, , , , ,1283291,165, , , , , , , , , , ,31457280,9, , , , , , ,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-15 14:12:12.657 UTC, ,125,3173645,1184,27680,112, ,4, ,4,1,0.25, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,539352,10, ,526634, , , , ,539400,18823000064,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,539400, ,1557929471231, , , , ,3145728,539352, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , ,1,16919,5, , , , , , , , ,1,12,14439936,11, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , 
2019-05-15 14:13:12.668 UTC, ,125,3173645,1184,27680,112, ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,539352,10, ,526634, , , , ,539400,12381708288,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,539400, ,1557929471231, , , , ,3145728,539352, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,14439936,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-15 14:14:05.138 UTC, ,125,3173533,1184,27680, , ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,539352,10, ,526634, , , , ,539400,11304673280,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,539400, ,1557929471231, , , , ,3145728,539352, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,14439936,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-15 14:14:11.134 UTC, ,125,3160437,1184,14584, , ,3,2,30,3,0.10, , , , , , , ,3,3, ,2,2,2,1,5, ,44,18, , , , , , , , , , , , , ,539352,10, ,526634, , , , , , ,-1,-1, , , , , ,58,433, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1557929649639, , , , ,3145728,539352, , ,28,0, , , ,2, , , ,3, , , , ,28, ,2048,1, , , , ,1283291,165, , , , , , , , , , ,31457280,19, , , , , , ,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-15 14:15:11.143 UTC, ,125,3173885,1184,27920,112, ,4, ,25,1,0.04, , , , , , , ,4,4, , , ,2,2,6, ,3,1, , , , , , , , , , , , , ,539352,10, ,526634, , , , ,539400,12383981568,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,539400, ,1557929649639, , , , ,3145728,564349, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , ,1,16919,5, , , , , , , , ,1,10,15482368,13, , , , , , ,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,9, , ,12, , , , , , , , 
2019-05-15 14:16:11.145 UTC, ,125,3173885,1184,27920,112, ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,539352,10, ,526634, , , , ,539400,13454807040,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,539400, ,1557929649639, , , , ,3145728,564349, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,15482368,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-15 14:17:14.920 UTC, ,125,3173885,1184,27920,112, ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,539352,10, ,526634, , , , ,539400,10150969344,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,539400, ,1557929649639, , , , ,3145728,564349, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,15482368,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-15 14:18:38.577 UTC, ,125,3173885,1184,27920,112, ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,539352,10, ,526634, , , , ,539400,13370953728,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,539400, ,1557929649639, , , , ,3145728,564349, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,15482368,37, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-15 14:19:42.473 UTC, ,125,3173885,1184,27920,112, ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,539352,10, ,526634, , , , ,539400,10186166272,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,539400, ,1557929649639, , , , ,3145728,564349, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,16530944,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-15 14:20:51.018 UTC, ,125,3173885,1184,27920,112, ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,539352,10, ,526634, , , , ,539400,10163961856,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,539400, ,1557929649639, , , , ,3145728,564349, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,16530944,79, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-15 14:21:53.539 UTC, ,125,3173885,1184,27920,112, ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,539352,10, ,526634, , , , ,539400,10139242496,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,539400, ,1557929649639, , , , ,3145728,564349, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,16530944,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-15 14:22:57.320 UTC, ,125,3173885,1184,27920,112, ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,539352,10, ,526634, , , , ,539400,10159329280,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,539400, ,1557929649639, , , , ,3145728,564349, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,16530944,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-15 14:23:14.145 UTC, ,125,3174229,1184,28376, , ,4, ,42, , , , , , , , , ,4,4, , , ,2,2,6, ,2, , , , , , , , , , , , , , ,539352,10, ,526634, , , , ,539400,13357527040,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,539400, ,1557929649639, , , , ,3145728,621063, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,17579520,28, , , , , , ,96, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, ,18, , ,20, , , , , , , , 
2019-05-15 14:23:32.549 UTC, ,125,3160461,1184,14608, , ,3,1,30,3,0.10, , , , , , , ,3,3, ,2,1,2,1,5, ,46,19, , , , , , , , , , , , , ,636159,11, ,622747, , , , ,636207,14441263104,-1,-1, , , , , ,66,495, , , , , , , , , , , , , , , , , , , , , , , , , ,636207, ,1557930210813, , , , ,3145728,636159, , ,28,0, , , ,2, , , ,3, , , , ,28, ,2048,1, , , , ,1461559,181, , , , , , , , , , ,31457280,25, , , , , , ,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-15 14:24:32.943 UTC, ,125,3175837,1184,29872,112, ,4, ,9,1,0.11, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,636159,11, ,622747, , , , ,636207,14453026816,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,636207, ,1557930210813, , , , ,3145728,636926, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , ,1,17612,5, , , , , , , , ,1,10,14417920,16, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,5, , , , , , , 
2019-05-15 14:25:32.947 UTC, ,125,3177485,1184,31520,112, ,4, ,25, , , , , , , , , ,4,4, , , ,2,2,6, ,1, , , , , , , , , , , , , , ,636159,11, ,622747, , , , ,636207,14466633728,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,636207, ,1557930210813, , , , ,3145728,653546, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,15466496,11, , , , , , ,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8, ,9, , ,12,2, , , , , , , 
2019-05-15 14:26:32.951 UTC, ,125,3177485,1184,31520,112, ,4, ,1, , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,636159,11, ,622747, , , , ,636207,14464872448,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,636207, ,1557930210813, , , , ,3145728,653546, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,15466496,9, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2019-05-15 14:27:02.813 UTC, ,125,3177373,1184,31520, , ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,636159,11, ,622747, , , , ,636207,14464602112,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,636207, ,1557930210813, , , , ,3145728,653546, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,15466496,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-15 14:29:03.854 UTC, ,125,3160485,1184,14632, , ,3,2,32,3,0.09, , , , , , , ,3,3, ,2,2,2,1,5, ,50,20, , , , , , , , , , , , , ,671135,12, ,654640, , , , ,671183,15535259648,-1,-1, , , , , ,69,524, , , , , , , , , , , , , , , , , , , , , , , , , ,671183, ,1557930543022, , , , ,3145728,671135, , ,30,0, , , ,2, , , ,3, , , , ,30, ,2048,1, , , , ,1580432,195, , , , , , , , , , ,31457280,8, , , , , , ,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-15 14:30:03.859 UTC, ,125,3177509,1184,31544,112, ,4, ,3,1,0.33, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,671135,12, ,654640, , , , ,671183,15532384256,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,671183, ,1557930543022, , , , ,3145728,671135, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , ,1,20708,5, , , , , , , , ,1,6,14387200,7, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
